acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo_normalised,tempo,time_signature,track_href,type,uri,valence,0
0.193,https://api.spotify.com/v1/audio-analysis/1rqqCSm0Qe4I9rUvWncaom,0.579,190947,0.904,1rqqCSm0Qe4I9rUvWncaom,0,5,0.064,-2.729,1,0.0618,0.2000875,82.014,4,https://api.spotify.com/v1/tracks/1rqqCSm0Qe4I9rUvWncaom,audio_features,spotify:track:1rqqCSm0Qe4I9rUvWncaom,0.681,
0.856,https://api.spotify.com/v1/audio-analysis/3LgWsmilsrWXiPYQFRD0T7,0.152,119410,0.149,3LgWsmilsrWXiPYQFRD0T7,0.431,6,0.244,-21.965,0,0.0516,0.034325,55.492,4,https://api.spotify.com/v1/tracks/3LgWsmilsrWXiPYQFRD0T7,audio_features,spotify:track:3LgWsmilsrWXiPYQFRD0T7,0.0484,
0.0372,https://api.spotify.com/v1/audio-analysis/2BgEsaKNfHUdlh97KmvFyo,0.697,186987,0.683,2BgEsaKNfHUdlh97KmvFyo,0,1,0.137,-2.881,0,0.117,0.28833125,96.133,4,https://api.spotify.com/v1/tracks/2BgEsaKNfHUdlh97KmvFyo,audio_features,spotify:track:2BgEsaKNfHUdlh97KmvFyo,0.603,
0.367,https://api.spotify.com/v1/audio-analysis/6ZRuF2n1CQxyxxAAWsKJOy,0.61,201788,0.725,6ZRuF2n1CQxyxxAAWsKJOy,0,8,0.154,-5.131,1,0.15,0.60101875,146.163,4,https://api.spotify.com/v1/tracks/6ZRuF2n1CQxyxxAAWsKJOy,audio_features,spotify:track:6ZRuF2n1CQxyxxAAWsKJOy,0.291,
0.526,https://api.spotify.com/v1/audio-analysis/5FXVrJhAOEEGhV6UonjE9N,0.613,211453,0.739,5FXVrJhAOEEGhV6UonjE9N,0,10,0.149,-6.478,1,0.0311,0.3435375,104.966,4,https://api.spotify.com/v1/tracks/5FXVrJhAOEEGhV6UonjE9N,audio_features,spotify:track:5FXVrJhAOEEGhV6UonjE9N,0.712,
0.277,https://api.spotify.com/v1/audio-analysis/2vsuel3g4zaLYSOY0mOMbi,0.432,231653,0.52,2vsuel3g4zaLYSOY0mOMbi,0.371,1,0.138,-5.515,0,0.0548,0.71279375,164.047,4,https://api.spotify.com/v1/tracks/2vsuel3g4zaLYSOY0mOMbi,audio_features,spotify:track:2vsuel3g4zaLYSOY0mOMbi,0.303,
0.0689,https://api.spotify.com/v1/audio-analysis/75ZvA4QfFiZvzhj2xkaWAh,0.556,223347,0.538,75ZvA4QfFiZvzhj2xkaWAh,0,8,0.196,-5.408,0,0.0382,0.5871875,143.95,4,https://api.spotify.com/v1/tracks/75ZvA4QfFiZvzhj2xkaWAh,audio_features,spotify:track:75ZvA4QfFiZvzhj2xkaWAh,0.291,
0.0236,https://api.spotify.com/v1/audio-analysis/5IaHrVsrferBYDm0bDyABy,0.884,232959,0.559,5IaHrVsrferBYDm0bDyABy,0,0,0.101,-7.442,1,0.12,0.2999625,97.994,4,https://api.spotify.com/v1/tracks/5IaHrVsrferBYDm0bDyABy,audio_features,spotify:track:5IaHrVsrferBYDm0bDyABy,0.342,
0.259,https://api.spotify.com/v1/audio-analysis/5zxwumO0laRosoeOvbVSvc,0.799,182907,0.373,5zxwumO0laRosoeOvbVSvc,0,7,0.166,-8.999,1,0.0558,0.30021875,98.035,4,https://api.spotify.com/v1/tracks/5zxwumO0laRosoeOvbVSvc,audio_features,spotify:track:5zxwumO0laRosoeOvbVSvc,0.534,
0.0202,https://api.spotify.com/v1/audio-analysis/45ZGEdLxCZvdMX9jWlsAAx,0.797,222621,0.543,45ZGEdLxCZvdMX9jWlsAAx,0,11,0.0726,-5.744,1,0.0439,0.406475,115.036,4,https://api.spotify.com/v1/tracks/45ZGEdLxCZvdMX9jWlsAAx,audio_features,spotify:track:45ZGEdLxCZvdMX9jWlsAAx,0.164,
0.737,https://api.spotify.com/v1/audio-analysis/40T5GIqQ1CegGm2PTEl8Bu,0.483,203569,0.412,40T5GIqQ1CegGm2PTEl8Bu,0,7,0.116,-8.461,1,0.0402,0.75101875,170.163,3,https://api.spotify.com/v1/tracks/40T5GIqQ1CegGm2PTEl8Bu,audio_features,spotify:track:40T5GIqQ1CegGm2PTEl8Bu,0.247,
0.349,https://api.spotify.com/v1/audio-analysis/285pBltuF7vW8TeWk8hdRR,0.511,239836,0.566,285pBltuF7vW8TeWk8hdRR,0,6,0.34,-7.23,0,0.2,0.21189375,83.903,4,https://api.spotify.com/v1/tracks/285pBltuF7vW8TeWk8hdRR,audio_features,spotify:track:285pBltuF7vW8TeWk8hdRR,0.218,
0.0828,https://api.spotify.com/v1/audio-analysis/7njKgVl3AnLflRad38o7AG,0.844,169038,0.644,7njKgVl3AnLflRad38o7AG,0,11,0.113,-6.273,0,0.0479,0.45038125,122.061,4,https://api.spotify.com/v1/tracks/7njKgVl3AnLflRad38o7AG,audio_features,spotify:track:7njKgVl3AnLflRad38o7AG,0.591,
0.535,https://api.spotify.com/v1/audio-analysis/2P91MQbaiQOfbiz9VqhqKQ,0.752,197437,0.505,2P91MQbaiQOfbiz9VqhqKQ,2.55E-06,9,0.104,-7.621,1,0.253,0.2623125,91.97,4,https://api.spotify.com/v1/tracks/2P91MQbaiQOfbiz9VqhqKQ,audio_features,spotify:track:2P91MQbaiQOfbiz9VqhqKQ,0.419,
0.568,https://api.spotify.com/v1/audio-analysis/7fa9MBXhVfQ8P8Df9OEbD8,0.851,235545,0.541,7fa9MBXhVfQ8P8Df9OEbD8,0,0,0.13,-6.825,1,0.0505,0.46849375,124.959,4,https://api.spotify.com/v1/tracks/7fa9MBXhVfQ8P8Df9OEbD8,audio_features,spotify:track:7fa9MBXhVfQ8P8Df9OEbD8,0.448,
0.44,https://api.spotify.com/v1/audio-analysis/1WqLtczgKdbHFHhefOU0y7,0.618,229960,0.693,1WqLtczgKdbHFHhefOU0y7,0.759,1,0.101,-7.889,0,0.333,0.587375,143.98,4,https://api.spotify.com/v1/tracks/1WqLtczgKdbHFHhefOU0y7,audio_features,spotify:track:1WqLtczgKdbHFHhefOU0y7,0.439,
0.404,https://api.spotify.com/v1/audio-analysis/1WSGTYKLEpKfNQYYW5Oymt,0.541,158027,0.468,1WSGTYKLEpKfNQYYW5Oymt,3.65E-06,10,0.358,-4.039,0,0.362,0.2829125,95.266,4,https://api.spotify.com/v1/tracks/1WSGTYKLEpKfNQYYW5Oymt,audio_features,spotify:track:1WSGTYKLEpKfNQYYW5Oymt,0.69,
0.194,https://api.spotify.com/v1/audio-analysis/1xzBco0xcoJEDXktl7Jxrr,0.729,183907,0.625,1xzBco0xcoJEDXktl7Jxrr,0.00986,4,0.248,-5.266,1,0.0315,0.6002125,146.034,4,https://api.spotify.com/v1/tracks/1xzBco0xcoJEDXktl7Jxrr,audio_features,spotify:track:1xzBco0xcoJEDXktl7Jxrr,0.261,
0.00987,https://api.spotify.com/v1/audio-analysis/27rdGxbavYJeBphck5MZAF,0.601,217467,0.794,27rdGxbavYJeBphck5MZAF,1.36E-06,7,0.388,-5.844,0,0.0671,0.4004125,114.066,4,https://api.spotify.com/v1/tracks/27rdGxbavYJeBphck5MZAF,audio_features,spotify:track:27rdGxbavYJeBphck5MZAF,0.244,
0.258,https://api.spotify.com/v1/audio-analysis/3ee8Jmje8o58CHK66QrVC2,0.74,166606,0.613,3ee8Jmje8o58CHK66QrVC2,0.00372,8,0.123,-4.88,1,0.145,0.15639375,75.023,4,https://api.spotify.com/v1/tracks/3ee8Jmje8o58CHK66QrVC2,audio_features,spotify:track:3ee8Jmje8o58CHK66QrVC2,0.473,
0.0299,https://api.spotify.com/v1/audio-analysis/4JWQC6gyYoPRnxRxk0ta2M,0.631,176880,0.715,4JWQC6gyYoPRnxRxk0ta2M,0,1,0.121,-6.083,0,0.0277,0.5364125,135.826,4,https://api.spotify.com/v1/tracks/4JWQC6gyYoPRnxRxk0ta2M,audio_features,spotify:track:4JWQC6gyYoPRnxRxk0ta2M,0.42,
0.469,https://api.spotify.com/v1/audio-analysis/7m9OqQk4RVRkw9JJdeAw96,0.872,119133,0.391,7m9OqQk4RVRkw9JJdeAw96,4.13E-06,0,0.297,-9.144,0,0.242,0.52513125,134.021,4,https://api.spotify.com/v1/tracks/7m9OqQk4RVRkw9JJdeAw96,audio_features,spotify:track:7m9OqQk4RVRkw9JJdeAw96,0.437,
0.46,https://api.spotify.com/v1/audio-analysis/51NFxnQvaosfDDutk0tams,0.695,179172,0.573,51NFxnQvaosfDDutk0tams,0.0734,4,0.482,-8.597,0,0.106,0.31211875,99.939,4,https://api.spotify.com/v1/tracks/51NFxnQvaosfDDutk0tams,audio_features,spotify:track:51NFxnQvaosfDDutk0tams,0.408,
0.0521,https://api.spotify.com/v1/audio-analysis/0FZ4Dmg8jJJAPJnvBIzD9z,0.861,228760,0.603,0FZ4Dmg8jJJAPJnvBIzD9z,0,8,0.0924,-5.788,0,0.176,0.30026875,98.043,4,https://api.spotify.com/v1/tracks/0FZ4Dmg8jJJAPJnvBIzD9z,audio_features,spotify:track:0FZ4Dmg8jJJAPJnvBIzD9z,0.504,
0.0649,https://api.spotify.com/v1/audio-analysis/5A1w94uzc1kO1Zhe8WWxC3,0.789,215227,0.427,5A1w94uzc1kO1Zhe8WWxC3,3.62E-05,5,0.171,-9.918,0,0.308,0.29395,97.032,4,https://api.spotify.com/v1/tracks/5A1w94uzc1kO1Zhe8WWxC3,audio_features,spotify:track:5A1w94uzc1kO1Zhe8WWxC3,0.605,
0.257,https://api.spotify.com/v1/audio-analysis/2374M0fQpWi3dLnB54qaLX,0.671,295893,0.373,2374M0fQpWi3dLnB54qaLX,7.95E-05,9,0.0481,-18.064,1,0.0323,0.26698125,92.717,4,https://api.spotify.com/v1/tracks/2374M0fQpWi3dLnB54qaLX,audio_features,spotify:track:2374M0fQpWi3dLnB54qaLX,0.732,
