acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence,popularity,status,artist,title,year,rank,artist1,title,artist2,artist3,artist4,artist5,artist6
0.93,https://api.spotify.com/v1/audio-analysis/5rsw9X7x69a5aiTvQqm9Tl,0.728,128973,0.486,5rsw9X7x69a5aiTvQqm9Tl,0.236,9,0.101,-13.772,1,0.0312,130.648,4,https://api.spotify.com/v1/tracks/5rsw9X7x69a5aiTvQqm9Tl,audio_features,spotify:track:5rsw9X7x69a5aiTvQqm9Tl,0.771,,Jack Scott,Goodbye Baby,1959,79,Jack Scott,Goodbye Baby,,,,,,
0.504,https://api.spotify.com/v1/audio-analysis/0tawDLxHZfwPLeAtwcHACb,0.771,178053,0.758,0tawDLxHZfwPLeAtwcHACb,0,9,0.109,-6.013,1,0.3,104.684,4,https://api.spotify.com/v1/tracks/0tawDLxHZfwPLeAtwcHACb,audio_features,spotify:track:0tawDLxHZfwPLeAtwcHACb,0.758,,Coasters,Along Came Jones,1959,80,Coasters,Along Came Jones,,,,,,
0.891,https://api.spotify.com/v1/audio-analysis/6gTvjqa5IZ229RVUfzaHRo,0.524,191093,0.27,6gTvjqa5IZ229RVUfzaHRo,0,0,0.104,-13.444,1,0.0286,91.828,3,https://api.spotify.com/v1/tracks/6gTvjqa5IZ229RVUfzaHRo,audio_features,spotify:track:6gTvjqa5IZ229RVUfzaHRo,0.435,,Tommy Dee,Three Stars,1959,81,Tommy Dee,Three Stars,Carol Kay,,,,,
0.778,https://api.spotify.com/v1/audio-analysis/3cadTfouAXa0LU4DlfjloQ,0.286,118133,0.229,3cadTfouAXa0LU4DlfjloQ,0,4,0.11,-12.701,1,0.0296,165.827,5,https://api.spotify.com/v1/tracks/3cadTfouAXa0LU4DlfjloQ,audio_features,spotify:track:3cadTfouAXa0LU4DlfjloQ,0.369,,Frankie Avalon,A Boy Without A Girl,1959,82,Frankie Avalon,A Boy Without A Girl,,,,,,
0.845,https://api.spotify.com/v1/audio-analysis/4si2ZU8jVZWTuoUvkujcmw,0.403,140760,0.125,4si2ZU8jVZWTuoUvkujcmw,1.37E-06,10,0.126,-12.067,1,0.0306,74.308,4,https://api.spotify.com/v1/tracks/4si2ZU8jVZWTuoUvkujcmw,audio_features,spotify:track:4si2ZU8jVZWTuoUvkujcmw,0.274,,Ricky Nelson,Sweeter Than You,1959,83,Ricky Nelson,Sweeter Than You,,,,,,
0.757,https://api.spotify.com/v1/audio-analysis/1QJR1uYpBNVlCDS7NjpgUR,0.683,142420,0.939,1QJR1uYpBNVlCDS7NjpgUR,0,6,0.107,-9.546,1,0.0439,112.923,4,https://api.spotify.com/v1/tracks/1QJR1uYpBNVlCDS7NjpgUR,audio_features,spotify:track:1QJR1uYpBNVlCDS7NjpgUR,0.956,,Skip,It Was I,1959,84,Skip,It Was I,Flip,,,,,
0.95,https://api.spotify.com/v1/audio-analysis/6QJ2yH2UGcXyLq0jrVBmld,0.314,155759,0.185,6QJ2yH2UGcXyLq0jrVBmld,3.47E-06,10,0.118,-13.825,1,0.0368,118.613,3,https://api.spotify.com/v1/tracks/6QJ2yH2UGcXyLq0jrVBmld,audio_features,spotify:track:6QJ2yH2UGcXyLq0jrVBmld,0.285,,Kathy Linden,"Goodbye, Jimmy, Goodbye",1959,85,Kathy Linden,"Goodbye, Jimmy, Goodbye",,,,,,
,,,,,,,,,,,,,,,,,,404: analysis not found,Reg Owens,Manhattan Spiritual,1959,86,Reg Owens,Manhattan Spiritual,ch.,,,,,
0.351,https://api.spotify.com/v1/audio-analysis/2N0ovIn21Hdq6VEUgA5cDj,0.528,142733,0.432,2N0ovIn21Hdq6VEUgA5cDj,0,5,0.114,-12.333,1,0.0342,133.212,4,https://api.spotify.com/v1/tracks/2N0ovIn21Hdq6VEUgA5cDj,audio_features,spotify:track:2N0ovIn21Hdq6VEUgA5cDj,0.812,,Brook Benton,Endlessly,1959,87,Brook Benton,Endlessly,,,,,,
0.843,https://api.spotify.com/v1/audio-analysis/1Qq2h00WuP1b1csqudhAQp,0.46,161244,0.561,1Qq2h00WuP1b1csqudhAQp,0,7,0.217,-12.204,1,0.0369,161.914,4,https://api.spotify.com/v1/tracks/1Qq2h00WuP1b1csqudhAQp,audio_features,spotify:track:1Qq2h00WuP1b1csqudhAQp,0.964,,Guy Mitchell,Heartaches By The Number,1959,88,Guy Mitchell,Heartaches By The Number,,,,,,
0.422,https://api.spotify.com/v1/audio-analysis/7L1IYbA2eLJQWjXEXNUV3l,0.341,166080,0.889,7L1IYbA2eLJQWjXEXNUV3l,0,0,0.304,-6.545,1,0.0633,151.629,4,https://api.spotify.com/v1/tracks/7L1IYbA2eLJQWjXEXNUV3l,audio_features,spotify:track:7L1IYbA2eLJQWjXEXNUV3l,0.965,,Frankie Ford,Sea Cruise,1959,89,Frankie Ford,Sea Cruise,,,,,,
0.238,https://api.spotify.com/v1/audio-analysis/6euspNJt8TJizoXXUfJnAX,0.723,127573,0.803,6euspNJt8TJizoXXUfJnAX,2.18E-06,0,0.216,-8.099,1,0.0673,146.297,4,https://api.spotify.com/v1/tracks/6euspNJt8TJizoXXUfJnAX,audio_features,spotify:track:6euspNJt8TJizoXXUfJnAX,0.964,,Jackie Wilson,That's Why,1959,90,Jackie Wilson,That's Why,,,,,,
0.853,https://api.spotify.com/v1/audio-analysis/3wTHf5c2Yy1xPuhfKlDSEv,0.65,149040,0.385,3wTHf5c2Yy1xPuhfKlDSEv,0,1,0.0934,-9.751,1,0.0361,116.025,4,https://api.spotify.com/v1/tracks/3wTHf5c2Yy1xPuhfKlDSEv,audio_features,spotify:track:3wTHf5c2Yy1xPuhfKlDSEv,0.735,,Falcons,You're So Fine,1959,91,Falcons,You're So Fine,,,,,,
0.195,https://api.spotify.com/v1/audio-analysis/21ZVvnP0MY0EbrOovH0tUp,0.643,132373,0.906,21ZVvnP0MY0EbrOovH0tUp,6.92E-06,0,0.297,-5.368,0,0.0782,94.88,4,https://api.spotify.com/v1/tracks/21ZVvnP0MY0EbrOovH0tUp,audio_features,spotify:track:21ZVvnP0MY0EbrOovH0tUp,0.938,,Bobby Rydell,Kissin' Time,1959,92,Bobby Rydell,Kissin' Time,,,,,,
0.949,https://api.spotify.com/v1/audio-analysis/1vxwSErcxm2eLS48BwwZgv,0.354,154173,0.122,1vxwSErcxm2eLS48BwwZgv,0.000704,2,0.4,-13.536,1,0.0313,130.831,4,https://api.spotify.com/v1/tracks/1vxwSErcxm2eLS48BwwZgv,audio_features,spotify:track:1vxwSErcxm2eLS48BwwZgv,0.283,,Elvis Presley,My Wish Came True,1959,93,Elvis Presley,My Wish Came True,,,,,,
0.892,https://api.spotify.com/v1/audio-analysis/7tLQPp35fxkTo3Q1d5YNnm,0.579,157400,0.432,7tLQPp35fxkTo3Q1d5YNnm,9.22E-05,10,0.0732,-6.67,1,0.0274,99.716,4,https://api.spotify.com/v1/tracks/7tLQPp35fxkTo3Q1d5YNnm,audio_features,spotify:track:7tLQPp35fxkTo3Q1d5YNnm,0.662,,Ivo Robic,Morgen,1959,94,Ivo Robic,Morgen,,,,,,
0.156,https://api.spotify.com/v1/audio-analysis/6UxKIfGVsCLGlFJo8IusPc,0.478,144533,0.464,6UxKIfGVsCLGlFJo8IusPc,0,9,0.168,-12.1,1,0.0328,103.932,4,https://api.spotify.com/v1/tracks/6UxKIfGVsCLGlFJo8IusPc,audio_features,spotify:track:6UxKIfGVsCLGlFJo8IusPc,0.613,,Jan,Baby Talk,1959,95,Jan,Baby Talk,Dean,,,,,
0.779,https://api.spotify.com/v1/audio-analysis/24ARx0FzakIPAXphf0cHIH,0.35,126625,0.988,24ARx0FzakIPAXphf0cHIH,0.94,11,0.521,-13.325,1,0.0548,165.549,4,https://api.spotify.com/v1/tracks/24ARx0FzakIPAXphf0cHIH,audio_features,spotify:track:24ARx0FzakIPAXphf0cHIH,0.378,,Preston Epps,Bongo Rock,1959,96,Preston Epps,Bongo Rock,,,,,,
0.418,https://api.spotify.com/v1/audio-analysis/1RTWPyDePfcRa2E2Unv9HH,0.67,147853,0.202,1RTWPyDePfcRa2E2Unv9HH,0,4,0.124,-17.57,1,0.0454,118.344,4,https://api.spotify.com/v1/tracks/1RTWPyDePfcRa2E2Unv9HH,audio_features,spotify:track:1RTWPyDePfcRa2E2Unv9HH,0.326,,Everly Brothers,Take A Message To Mary,1959,97,Everly Brothers,Take A Message To Mary,,,,,,
0.98,https://api.spotify.com/v1/audio-analysis/2HDygKK9QF1ppgXF3K1tgl,0.283,291000,0.131,2HDygKK9QF1ppgXF3K1tgl,0.00518,10,0.103,-18.331,1,0.035,112.12,4,https://api.spotify.com/v1/tracks/2HDygKK9QF1ppgXF3K1tgl,audio_features,spotify:track:2HDygKK9QF1ppgXF3K1tgl,0.245,,Mormon Tabernacle Choir,Battle Hymn Of The Republic,1959,98,Mormon Tabernacle Choir,Battle Hymn Of The Republic,,,,,,
0.607,https://api.spotify.com/v1/audio-analysis/6nCRUa8xPE59AyOfZBr3Qt,0.431,158880,0.938,6nCRUa8xPE59AyOfZBr3Qt,0.957,1,0.283,-7.119,1,0.0375,162.462,4,https://api.spotify.com/v1/tracks/6nCRUa8xPE59AyOfZBr3Qt,audio_features,spotify:track:6nCRUa8xPE59AyOfZBr3Qt,0.972,,Ernie Fields,In The Mood,1959,99,Ernie Fields,In The Mood,chestra,,,,,
0.843,https://api.spotify.com/v1/audio-analysis/255jxAM0jf3sGO2gbHfegy,0.512,138027,0.418,255jxAM0jf3sGO2gbHfegy,0,9,0.133,-8.428,1,0.0941,185.679,3,https://api.spotify.com/v1/tracks/255jxAM0jf3sGO2gbHfegy,audio_features,spotify:track:255jxAM0jf3sGO2gbHfegy,0.723,,Paul Evans,(Seven Little Girls) Sitting In The Back Seat,1959,100,Paul Evans,(Seven Little Girls) Sitting In The Back Seat,The Curls,,,,,
0.966,https://api.spotify.com/v1/audio-analysis/1aSLWs30nitk2RRoEWjS0i,0.532,214209,0.153,1aSLWs30nitk2RRoEWjS0i,3.94E-05,10,0.333,-11.707,1,0.0405,64.52,4,https://api.spotify.com/v1/tracks/1aSLWs30nitk2RRoEWjS0i,audio_features,spotify:track:1aSLWs30nitk2RRoEWjS0i,0.435,,Domenico Modugno,Volare (Nel Blu Dipinto Di Blu),1958,1,Domenico Modugno,Volare (Nel Blu Dipinto Di Blu),,,,,,
0.839,https://api.spotify.com/v1/audio-analysis/7dblNGnRXEBrVJunazs2U5,0.534,143333,0.462,7dblNGnRXEBrVJunazs2U5,0,4,0.129,-8.172,1,0.0266,96.195,4,https://api.spotify.com/v1/tracks/7dblNGnRXEBrVJunazs2U5,audio_features,spotify:track:7dblNGnRXEBrVJunazs2U5,0.534,,Everly Brothers,All I Have To Do Is Dream,1958,2,Everly Brothers,All I Have To Do Is Dream,,,,,,
0.877,https://api.spotify.com/v1/audio-analysis/1KcydF7Oux2O5cZX7tAIGI,0.678,111227,0.386,1KcydF7Oux2O5cZX7tAIGI,0.000595,0,0.11,-12.761,1,0.0714,82.965,4,https://api.spotify.com/v1/tracks/1KcydF7Oux2O5cZX7tAIGI,audio_features,spotify:track:1KcydF7Oux2O5cZX7tAIGI,0.786,,Elvis Presley,I Beg Of You,1958,3,Elvis Presley,I Beg Of You,,,,,,
0.438,https://api.spotify.com/v1/audio-analysis/2sbSOIo4s5x87DVi3X1sJj,0.594,140120,0.746,2sbSOIo4s5x87DVi3X1sJj,0,7,0.226,-4.808,1,0.0597,138.308,4,https://api.spotify.com/v1/tracks/2sbSOIo4s5x87DVi3X1sJj,audio_features,spotify:track:2sbSOIo4s5x87DVi3X1sJj,0.817,,David Seville,Witch Doctor,1958,4,David Seville,Witch Doctor,,,,,,
0.0862,https://api.spotify.com/v1/audio-analysis/205EtD8tQnHDXMkmtYiaHF,0.704,140867,0.638,205EtD8tQnHDXMkmtYiaHF,0.251,1,0.115,-9.522,1,0.0457,137.396,4,https://api.spotify.com/v1/tracks/205EtD8tQnHDXMkmtYiaHF,audio_features,spotify:track:205EtD8tQnHDXMkmtYiaHF,0.837,,Perez Prado,Patricia,1958,5,Perez Prado,Patricia,,,,,,
0.059,https://api.spotify.com/v1/audio-analysis/2DCw1xNUcti2TjueutdHTc,0.308,140227,0.646,2DCw1xNUcti2TjueutdHTc,0.622,5,0.0976,-6.235,1,0.0342,129.855,3,https://api.spotify.com/v1/tracks/2DCw1xNUcti2TjueutdHTc,audio_features,spotify:track:2DCw1xNUcti2TjueutdHTc,0.86,,Billy Vaughn,Sail Along Silvery Moon,1958,6,Billy Vaughn,Sail Along Silvery Moon,,,,,,
0.926,https://api.spotify.com/v1/audio-analysis/7tRKgHo6gCKCVve8LWPLM8,0.7,158560,0.251,7tRKgHo6gCKCVve8LWPLM8,3.26E-05,11,0.215,-14.981,0,0.0479,104.147,4,https://api.spotify.com/v1/tracks/7tRKgHo6gCKCVve8LWPLM8,audio_features,spotify:track:7tRKgHo6gCKCVve8LWPLM8,0.701,,Perry Como,Magic Moments,1958,7,Perry Como,Magic Moments,,,,,,
0.121,https://api.spotify.com/v1/audio-analysis/5gJKsGij5oGt5H5RSFYXPa,0.671,135240,0.742,5gJKsGij5oGt5H5RSFYXPa,0.679,5,0.0601,-9.912,1,0.0441,89.748,4,https://api.spotify.com/v1/tracks/5gJKsGij5oGt5H5RSFYXPa,audio_features,spotify:track:5gJKsGij5oGt5H5RSFYXPa,0.897,,Champs,Tequila,1958,8,Champs,Tequila,,,,,,
0.038,https://api.spotify.com/v1/audio-analysis/2lmPUdIdzlFH64PWJrw6Zb,0.384,159040,0.276,2lmPUdIdzlFH64PWJrw6Zb,0,3,0.309,-13.527,1,0.0295,105.181,3,https://api.spotify.com/v1/tracks/2lmPUdIdzlFH64PWJrw6Zb,audio_features,spotify:track:2lmPUdIdzlFH64PWJrw6Zb,0.654,,Tommy Edwards,It's All In The Game,1958,9,Tommy Edwards,It's All In The Game,,,,,,
0.966,https://api.spotify.com/v1/audio-analysis/6YAgmqaeo8Fm3pne8OJEBo,0.267,144800,0.205,6YAgmqaeo8Fm3pne8OJEBo,0.00203,2,0.113,-13.75,1,0.0348,88.584,4,https://api.spotify.com/v1/tracks/6YAgmqaeo8Fm3pne8OJEBo,audio_features,spotify:track:6YAgmqaeo8Fm3pne8OJEBo,0.178,,Dean Martin,Return To Me,1958,10,Dean Martin,Return To Me,,,,,,
0.777,https://api.spotify.com/v1/audio-analysis/2FPHyyvfLMIV8GkUWWwYl5,0.561,150133,0.381,2FPHyyvfLMIV8GkUWWwYl5,5.25E-05,10,0.12,-11.303,1,0.032,115.186,3,https://api.spotify.com/v1/tracks/2FPHyyvfLMIV8GkUWWwYl5,audio_features,spotify:track:2FPHyyvfLMIV8GkUWWwYl5,0.479,,Conway Twitty,It's Only Make Believe,1958,11,Conway Twitty,It's Only Make Believe,,,,,,
0.834,https://api.spotify.com/v1/audio-analysis/5KpJezM0YGRT5ss8eNAJOk,0.713,137960,0.632,5KpJezM0YGRT5ss8eNAJOk,0,9,0.338,-4.96,1,0.0589,78.781,4,https://api.spotify.com/v1/tracks/5KpJezM0YGRT5ss8eNAJOk,audio_features,spotify:track:5KpJezM0YGRT5ss8eNAJOk,0.915,,Sheb Wooley,The Purple People Eater,1958,12,Sheb Wooley,The Purple People Eater,,,,,,
0.834,https://api.spotify.com/v1/audio-analysis/4FrMb1ckGBrhARbHySQKx5,0.587,141040,0.34,4FrMb1ckGBrhARbHySQKx5,0,3,0.0955,-9.387,1,0.0256,90.523,4,https://api.spotify.com/v1/tracks/4FrMb1ckGBrhARbHySQKx5,audio_features,spotify:track:4FrMb1ckGBrhARbHySQKx5,0.526,,Everly Brothers,Devoted To You,1958,13,Everly Brothers,Devoted To You,,,,,,
0.652,https://api.spotify.com/v1/audio-analysis/21NhrNOfIoakyWISXUMkFN,0.625,169707,0.425,21NhrNOfIoakyWISXUMkFN,0.000525,7,0.124,-9.962,1,0.0359,80.024,4,https://api.spotify.com/v1/tracks/21NhrNOfIoakyWISXUMkFN,audio_features,spotify:track:21NhrNOfIoakyWISXUMkFN,0.829,,Silhouettes,Get A Job,1958,14,Silhouettes,Get A Job,,,,,,
0.879,https://api.spotify.com/v1/audio-analysis/0RzeRUPfCVO8y2u07r8MvI,0.337,162533,0.448,0RzeRUPfCVO8y2u07r8MvI,0,9,0.118,-11.052,1,0.0338,72.354,4,https://api.spotify.com/v1/tracks/0RzeRUPfCVO8y2u07r8MvI,audio_features,spotify:track:0RzeRUPfCVO8y2u07r8MvI,0.669,,Elegants,Little Star,1958,15,Elegants,Little Star,,,,,,
0.0519,https://api.spotify.com/v1/audio-analysis/5zYvVUfInIEx5xGR2qe3Ls,0.559,122760,0.644,5zYvVUfInIEx5xGR2qe3Ls,0,11,0.0485,-10.034,1,0.0595,101.768,4,https://api.spotify.com/v1/tracks/5zYvVUfInIEx5xGR2qe3Ls,audio_features,spotify:track:5zYvVUfInIEx5xGR2qe3Ls,0.837,,Ricky Nelson,Waitin' In School,1958,16,Ricky Nelson,Waitin' In School,,,,,,
0.695,https://api.spotify.com/v1/audio-analysis/1pmTmzgbo4Y73DZuQ4cLae,0.792,141520,0.33,1pmTmzgbo4Y73DZuQ4cLae,0,7,0.109,-11.148,1,0.0387,111.552,4,https://api.spotify.com/v1/tracks/1pmTmzgbo4Y73DZuQ4cLae,audio_features,spotify:track:1pmTmzgbo4Y73DZuQ4cLae,0.771,,Laurie London,He's Got The Whole World In His Hands,1958,17,Laurie London,He's Got The Whole World In His Hands,,,,,,
0.761,https://api.spotify.com/v1/audio-analysis/3MpGQae6zAFd7Z1FdLV9fV,0.456,168293,0.353,3MpGQae6zAFd7Z1FdLV9fV,0,9,0.255,-12.551,1,0.0402,115.847,3,https://api.spotify.com/v1/tracks/3MpGQae6zAFd7Z1FdLV9fV,audio_features,spotify:track:3MpGQae6zAFd7Z1FdLV9fV,0.328,,Platters,Twilight Time,1958,18,Platters,Twilight Time,,,,,,
0.852,https://api.spotify.com/v1/audio-analysis/1uD5AdWkw3S8wj1VxWwEGl,0.704,157867,0.467,1uD5AdWkw3S8wj1VxWwEGl,1.61E-06,10,0.109,-10.421,0,0.0328,76.625,4,https://api.spotify.com/v1/tracks/1uD5AdWkw3S8wj1VxWwEGl,audio_features,spotify:track:1uD5AdWkw3S8wj1VxWwEGl,0.344,,Jimmie Rodgers,Secretly,1958,19,Jimmie Rodgers,Secretly,,,,,,
0.662,https://api.spotify.com/v1/audio-analysis/3QujhpwgBUDjwWttXwQQbt,0.405,149973,0.864,3QujhpwgBUDjwWttXwQQbt,2.12E-05,8,0.18,-7.642,1,0.0486,194.875,4,https://api.spotify.com/v1/tracks/3QujhpwgBUDjwWttXwQQbt,audio_features,spotify:track:3QujhpwgBUDjwWttXwQQbt,0.888,,Danny,At The Hop,1958,20,Danny,At The Hop,The Juniors,,,,,
0.705,https://api.spotify.com/v1/audio-analysis/7demHL0GXA6YmTNqw3Btz8,0.715,113040,0.669,7demHL0GXA6YmTNqw3Btz8,0.000732,7,0.044,-9.491,1,0.128,120.789,4,https://api.spotify.com/v1/tracks/7demHL0GXA6YmTNqw3Btz8,audio_features,spotify:track:7demHL0GXA6YmTNqw3Btz8,0.976,,Coasters,Yakety Yak,1958,21,Coasters,Yakety Yak,,,,,,
0.881,https://api.spotify.com/v1/audio-analysis/36BT9FxW5dorOiUXZ5fb4B,0.619,133920,0.728,36BT9FxW5dorOiUXZ5fb4B,0.00132,2,0.101,-8.736,1,0.0721,105.852,4,https://api.spotify.com/v1/tracks/36BT9FxW5dorOiUXZ5fb4B,audio_features,spotify:track:36BT9FxW5dorOiUXZ5fb4B,0.963,,Elvis Presley,Wear My Ring Around Your Neck,1958,22,Elvis Presley,Wear My Ring Around Your Neck,,,,,,
0.669,https://api.spotify.com/v1/audio-analysis/5ayybTSXNwcarDtxQKqvWX,0.543,153933,0.332,5ayybTSXNwcarDtxQKqvWX,0,0,0.134,-11.573,1,0.0317,154.999,4,https://api.spotify.com/v1/tracks/5ayybTSXNwcarDtxQKqvWX,audio_features,spotify:track:5ayybTSXNwcarDtxQKqvWX,0.795,,Ricky Nelson,Poor Little Fool,1958,23,Ricky Nelson,Poor Little Fool,,,,,,
0.763,https://api.spotify.com/v1/audio-analysis/17kDWEQTWHIKbyDINexE15,0.624,122733,0.676,17kDWEQTWHIKbyDINexE15,0.115,2,0.0886,-10.719,1,0.0372,201.356,4,https://api.spotify.com/v1/tracks/17kDWEQTWHIKbyDINexE15,audio_features,spotify:track:17kDWEQTWHIKbyDINexE15,0.967,,Pat Boone,Wonderful Time Up There,1958,24,Pat Boone,Wonderful Time Up There,,,,,,
0.645,https://api.spotify.com/v1/audio-analysis/1tKMOJW1eTIMSNtILF0ce9,0.679,161253,0.279,1tKMOJW1eTIMSNtILF0ce9,0,7,0.118,-10.386,1,0.0384,117.287,3,https://api.spotify.com/v1/tracks/1tKMOJW1eTIMSNtILF0ce9,audio_features,spotify:track:1tKMOJW1eTIMSNtILF0ce9,0.854,,Jimmy Clanton,Just A Dream,1958,25,Jimmy Clanton,Just A Dream,,,,,,
0.752,https://api.spotify.com/v1/audio-analysis/7jVgswNL5RWyL5ZcgDYvnl,0.422,152500,0.39,7jVgswNL5RWyL5ZcgDYvnl,0,0,0.533,-15.94,1,0.0577,190.821,4,https://api.spotify.com/v1/tracks/7jVgswNL5RWyL5ZcgDYvnl,audio_features,spotify:track:7jVgswNL5RWyL5ZcgDYvnl,0.926,,McGuire Sisters,Sugartime,1958,26,McGuire Sisters,Sugartime,,,,,,
0.327,https://api.spotify.com/v1/audio-analysis/1uhRE4sY2O3QO8OV8DM1vj,0.538,157173,0.697,1uhRE4sY2O3QO8OV8DM1vj,0,7,0.214,-10.027,1,0.13,171.853,4,https://api.spotify.com/v1/tracks/1uhRE4sY2O3QO8OV8DM1vj,audio_features,spotify:track:1uhRE4sY2O3QO8OV8DM1vj,0.936,,Bobby Day,Rockin Robin,1958,27,Bobby Day,Rockin Robin,,,,,,
0.827,https://api.spotify.com/v1/audio-analysis/2qLxtO0iaFGI9x19vU3bDI,0.648,183973,0.144,2qLxtO0iaFGI9x19vU3bDI,6.80E-06,4,0.109,-13.842,1,0.0441,125.974,4,https://api.spotify.com/v1/tracks/2qLxtO0iaFGI9x19vU3bDI,audio_features,spotify:track:2qLxtO0iaFGI9x19vU3bDI,0.497,,Kingston Trio,Tom Dooley,1958,28,Kingston Trio,Tom Dooley,,,,,,
0.555,https://api.spotify.com/v1/audio-analysis/4fAHHeLMX0haeSnUfU1tVl,0.509,180747,0.626,4fAHHeLMX0haeSnUfU1tVl,0,1,0.205,-7.828,1,0.0341,175.311,4,https://api.spotify.com/v1/tracks/4fAHHeLMX0haeSnUfU1tVl,audio_features,spotify:track:4fAHHeLMX0haeSnUfU1tVl,0.962,,Chuck Berry,Sweet Little Sixteen,1958,29,Chuck Berry,Sweet Little Sixteen,,,,,,
0.719,https://api.spotify.com/v1/audio-analysis/3cBPesXC7p7vcGvFVhFef2,0.585,205067,0.495,3cBPesXC7p7vcGvFVhFef2,0.32,7,0.087,-11.568,0,0.0391,92.569,4,https://api.spotify.com/v1/tracks/3cBPesXC7p7vcGvFVhFef2,audio_features,spotify:track:3cBPesXC7p7vcGvFVhFef2,0.82,,Cozy Cole,Topsy I,1958,30,Cozy Cole,Topsy I,,,,,,
0.846,https://api.spotify.com/v1/audio-analysis/4tRnUUeXZYLuiF6YvaYuBB,0.584,146400,0.293,4tRnUUeXZYLuiF6YvaYuBB,1.05E-06,3,0.101,-15.093,1,0.0309,93.927,3,https://api.spotify.com/v1/tracks/4tRnUUeXZYLuiF6YvaYuBB,audio_features,spotify:track:4tRnUUeXZYLuiF6YvaYuBB,0.384,,Nat King Cole,Looking Back,1958,31,Nat King Cole,Looking Back,,,,,,
0.743,https://api.spotify.com/v1/audio-analysis/5qFBQrgwGsiej6wvBGSrup,0.381,140787,0.719,5qFBQrgwGsiej6wvBGSrup,0,10,0.543,-7.703,1,0.27,198.365,4,https://api.spotify.com/v1/tracks/5qFBQrgwGsiej6wvBGSrup,audio_features,spotify:track:5qFBQrgwGsiej6wvBGSrup,0.653,,Monotones,Book Of Love,1958,32,Monotones,Book Of Love,,,,,,
0.29,https://api.spotify.com/v1/audio-analysis/6r0oLF46bGLDq2gdTORO2B,0.909,181943,0.683,6r0oLF46bGLDq2gdTORO2B,0.456,5,0.173,-9.021,0,0.0869,118.427,4,https://api.spotify.com/v1/tracks/6r0oLF46bGLDq2gdTORO2B,audio_features,spotify:track:6r0oLF46bGLDq2gdTORO2B,0.849,,Tommy Dorsey,Tea For Two Cha Cha,1958,33,Tommy Dorsey,Tea For Two Cha Cha,ch.,,,,,
0.898,https://api.spotify.com/v1/audio-analysis/6BDCodskcPVtuWwvTpaVDB,0.42,139347,0.262,6BDCodskcPVtuWwvTpaVDB,0,0,0.168,-10.633,1,0.0258,100.739,3,https://api.spotify.com/v1/tracks/6BDCodskcPVtuWwvTpaVDB,audio_features,spotify:track:6BDCodskcPVtuWwvTpaVDB,0.619,,Little Anthony,Tears On My Pillow,1958,34,Little Anthony,Tears On My Pillow,The Imperials,,,,,
0.843,https://api.spotify.com/v1/audio-analysis/7MtZGPdM4fXzf6YFrQ3qfs,0.66,133533,0.944,7MtZGPdM4fXzf6YFrQ3qfs,0.569,5,0.36,-7.165,1,0.0541,128.896,4,https://api.spotify.com/v1/tracks/7MtZGPdM4fXzf6YFrQ3qfs,audio_features,spotify:track:7MtZGPdM4fXzf6YFrQ3qfs,0.937,,Royal Teens,Short Shorts,1958,35,Royal Teens,Short Shorts,,,,,,
0.458,https://api.spotify.com/v1/audio-analysis/5UvE5QlINnvEc7aFO14DVL,0.4,109707,0.818,5UvE5QlINnvEc7aFO14DVL,3.25E-06,0,0.132,-11.238,1,0.08,166.287,4,https://api.spotify.com/v1/tracks/5UvE5QlINnvEc7aFO14DVL,audio_features,spotify:track:5UvE5QlINnvEc7aFO14DVL,0.936,,Jerry Lee Lewis,Great Balls Of Fire,1958,36,Jerry Lee Lewis,Great Balls Of Fire,,,,,,
0.732,https://api.spotify.com/v1/audio-analysis/6lRSx3e4K6ty5E8oegtiXg,0.663,131307,0.517,6lRSx3e4K6ty5E8oegtiXg,0.0121,7,0.223,-9.099,0,0.183,143.102,4,https://api.spotify.com/v1/tracks/6lRSx3e4K6ty5E8oegtiXg,audio_features,spotify:track:6lRSx3e4K6ty5E8oegtiXg,0.827,,Chordettes,Lollipop,1958,37,Chordettes,Lollipop,,,,,,
0.385,https://api.spotify.com/v1/audio-analysis/40fD7ct05FvQHLdQTgJelG,0.645,131720,0.943,40fD7ct05FvQHLdQTgJelG,0,0,0.37,-1.526,1,0.0393,147.768,4,https://api.spotify.com/v1/tracks/40fD7ct05FvQHLdQTgJelG,audio_features,spotify:track:40fD7ct05FvQHLdQTgJelG,0.965,,Bobby Darin,Splish Splash,1958,38,Bobby Darin,Splish Splash,,,,,,
0.743,https://api.spotify.com/v1/audio-analysis/2hoEISYqDdskGxin3ObSZd,0.51,136360,0.276,2hoEISYqDdskGxin3ObSZd,2.76E-05,3,0.375,-9.607,1,0.0279,87.738,4,https://api.spotify.com/v1/tracks/2hoEISYqDdskGxin3ObSZd,audio_features,spotify:track:2hoEISYqDdskGxin3ObSZd,0.608,,Connie Francis,Who's Sorry Now,1958,39,Connie Francis,Who's Sorry Now,,,,,,
