year,rank,artist1,title,artist2,artist3,artist4,artist5,artist6
1968,71,Cowsills,Indian Lake,,,,,
1968,72,Tommy Boyce,I Wonder What She's Doing Tonight,Bobby Hart,,,,
1968,73,Gary Puckett,Over You,The Union Gap,,,,
1968,74,Lettermen,Goin' Out Of My Head / Can't Take My Eyes Off You,,,,,
1968,75,Stevie Wonder,Shoo-Be-Doo-Be-Doo-Da-Day,,,,,
1968,76,Irish Rovers,The Unicorn,,,,,
1968,77,Vanilla Fudge,(You Keep Me) Hangin' On,,,,,
1968,78,Beatles,Revolution,,,,,
1968,79,Gary Puckett,"Woman, Woman",The Union Gap,,,,
1968,80,Turtles,Elenore,,,,,
1968,81,Cream,White Room,,,,,
1968,82,Marvin Gaye,You're All I Need To Get By,Tammi Terrell,,,,
1968,83,Foundations,"Baby, Now That I've Found You",,,,,
1968,84,Sweet Inspirations,Sweet Inspiration,,,,,
1968,85,Smokey Robinson,If You Can Want,The Miracles,,,,
1968,86,Mills Brothers,Cab Driver,,,,,
1968,87,Chambers Brothers,Time Has Come Today,,,,,
1968,88,Dionne Warwick,Do You Know The Way To San Jose,,,,,
1968,89,Simon,Scarborough Fair / Canticle,Garfunkel,,,,
1968,90,James Brown,Say It Loud I'm Black And I'm Proud,The Famous Flames,,,,
1968,91,Manfred Mann,The Mighty Quinn,,,,,
1968,92,Shorty Long,Here Comes The Judge,,,,,
1968,93,Aretha Franklin,I Say A Little Prayer,,,,,
1968,94,Aretha Franklin,Think,,,,,
1968,95,Gary Lewis,Sealed With A Kiss,The Playboys,,,,
1968,96,Big Brother,Piece Of My Heart,The Holding Company,,,,
1968,97,Creedence Clearwater Revival,Suzie Q.,,,,,
1968,98,American Breed,Bend Me Shape Me,,,,,
1968,99,Jerry Butler,"Hey, Western Union Man",,,,,
1968,100,Jerry Butler,Never Give You Up,,,,,
1967,1,Lulu,To Sir With Love,,,,,
1967,2,Box Tops,The Letter,,,,,
1967,3,Bobby Gentry,Ode To Billie Joe,,,,,
1967,4,Association,Windy,,,,,
1967,5,Monkees,I'm A Believer,,,,,
1967,6,Doors,Light My Fire,,,,,
1967,7,Nancy Sinatra,Somethin' Stupid,Frank Sinatra,,,,
1967,8,Turtles,Happy Together,,,,,
1967,9,Young Rascals,Groovin',,,,,
1967,10,Frankie Valli,Can't Take My Eyes Off You,,,,,
1967,11,Music Explosion,Little Bit O' Soul,,,,,
1967,12,Tommy James,I Think We're Alone Now,The Shondells,,,,
1967,13,Aretha Franklin,Respect,,,,,
1967,14,Stevie Wonder,I Was Made To Love Her,,,,,
1967,15,Bobby Vee,Come Back When You Grow Up,The Strangers,,,,
1967,16,Buckinghams,Kind Of A Drag,,,,,
1967,17,Arthur Conley,Sweet Soul Music,,,,,
1967,18,Soul Survivors,Expressway To Your Heart,,,,,
1967,19,Sam,Soul Man,Dave,,,,
1967,20,Association,Never My Love,,,,,
1967,21,Jay,"Apples, Peaches, Pumpkin Pie",The Techniques,,,,
1967,22,Every Mothers' Son,Come On Down To My Boat,,,,,
1967,23,Strawberry Alarm Clock,Incense And Peppermints,,,,,
1967,24,Rolling Stones,Ruby Tuesday,,,,,
1967,25,Vicki Carr,It Must Be Him,,,,,
1967,26,Brenton Wood,Gimme Little Sign,,,,,
1967,27,Buffalo Springfield,For What It's Worth,,,,,
1967,28,Supremes,Love Is Here And Now You're Gone,,,,,
1967,29,Supremes,The Happening,,,,,
1967,30,Beatles,All You Need Is Love,,,,,
1967,31,Engelbert Humperdinck,Release Me (And Let Me Love Again),,,,,
1967,32,Marvin Gaye,Your Precious Love,Tammi Terrell,,,,
1967,33,Jefferson Airplane,Somebody To Love,,,,,
1967,34,Esquires,Get On Up,,,,,
1967,35,Van Morrison,Brown Eyed Girl,,,,,
1967,36,Martha,Jimmy Mack,The Vandella,,,,
1967,37,Happenings,I Got Rhythm,,,,,
1967,38,Procol Harum,A Whiter Shade Of Pale,,,,,
1967,39,Buckinghams,Don't You Care,,,,,
1967,40,Casinos,Then You Can Tell Me Goodbye,,,,,
1967,41,Diana Ross,Reflections,The Supremes,,,,
1967,42,Hollies,On A Carousel,,,,,
1967,43,Bobby Vinton,Please Love Me Forever,,,,,
1967,44,Dionne Warwick,Alfie,,,,,
1967,45,Tremeloes,Silence Is Golden,,,,,
1967,46,Ed Ames,My Cup Runneth Over,,,,,
1967,47,Fifth Dimension,"Up, Up And Away",,,,,
1967,48,Scott Mckenzie,San Francisco,,,,,
1967,49,Cowsills,"The Rain, The Park And Other Things",,,,,
1967,50,Herman's Hermits,There's A Kind Of Hush,,,,,
1967,51,Buckinghams,"Mercy, Mercy, Mercy",,,,,
1967,52,Petula Clark,This Is My Song,,,,,
1967,53,Jackie Wilson,(Your Love Keeps Lifting Me) Higher And Higher,,,,,
1967,54,Young Rascals,I've Been Lonely Too Long,,,,,
1967,55,Beatles,Penny Lane,,,,,
1967,56,Temptations,You're My Everything,,,,,
1967,57,Seekers,Georgy Girl,,,,,
1967,58,Five Americans,Western Union,,,,,
1967,59,Aretha Franklin,Baby I Love You,,,,,
1967,60,Monkees,A Little Bit Me A Little Bit You,,,,,
1967,61,Lesley Gore,California Nights,,,,,
1967,62,Mama's,Dedicated To The One I Love,The Papa's,,,,
1967,63,Young Rascals,How Can I Be Sure,,,,,
1967,64,Hollies,Carrie Ann,,,,,
1967,65,Blue Magoo,(We Ain't Got) Nothin' Yet,,,,,
1967,66,Easybeats,Friday On My Mind,,,,,
1967,67,Bar-Kays,Soul Finger,,,,,
1967,68,Spencer Davis Group,Gimme Some Lovin',,,,,
1967,69,Hombres,Let It Out (Let It All Hang Out),,,,,
1967,70,Grass Roots,Let's Live For Today,,,,,
1967,71,Peaches,Close Your Eyes,Herb,,,,
1967,72,Booker T,Groovin',The MG's,,,,
1967,73,Wilson Pickett,Funky Broadway,,,,,
1967,74,Monkees,Pleasant Valley Sunday,,,,,
1967,75,Aretha Franklin,I Never Loved A Man (The Way I Love You),,,,,
1967,76,Aaron Neville,Tell It Like It Is,,,,,
1967,77,James Brown,Cold Sweat,The Famous Flames,,,,
1967,78,Turtles,She'd Rather Be With Me,,,,,
1967,79,Keith,98.6,,,,,
1967,80,Ray Charles,Here We Go Again,,,,,
1967,81,Jefferson Airplane,White Rabbit,,,,,
1967,82,Four Tops,Bernadette,,,,,
1967,83,Sonny,The Beat Goes On,Cher,,,,
1967,84,Royal Guardsmen,Snoopy Vs. The Red Baron,,,,,
1967,85,Janis Ian,Society's Child,,,,,
1967,86,Neil Diamond,"Girl, You'll Be A Woman Soon",,,,,
1967,87,Marvin Gaye,Ain't No Mountain High Enough,Tammi Terrell,,,,
1967,88,Sandy Posey,I Take It Back,,,,,
1967,89,Tremeloes,Here Comes My Baby,,,,,
1967,90,Robert Knight,Everlasting Love,,,,,
1967,91,Peter,I Dig Rock And Roll Music,Paul,Mary,,,
1967,92,Bill Cosby,Little Old Man (Up Tight, Everything's Alright),,,,,
1967,93,Electric Prunes,I Had Too Much To Dream Last Night,,,,,
1967,94,Monkees,Daydream Believer,,,,,
1967,95,Johnny Rivers,Baby I Need Your Lovin',,,,,
1967,96,Who,I Can See For Miles,,,,,
1967,97,Tommy James,Mirage,The Shondells,,,,
1967,98,Tom Jones,"Green, Green Grass Of Home",,,,,
1967,99,Petula Clark,Don't Sleep In The Subway,,,,,
1967,100,Neil Diamond,Thank The Lord For The Night Time,,,,,
1966,1,Sgt. Barry Sadler,The Ballad Of The Green Berets,,,,,
1966,2,Association,Cherish,,,,,
1966,3,Righteous Brothers,(You're My) Soul And Inspiration,,,,,
1966,4,Four Tops,Reach Out I'll Be There,,,,,
1966,5,?,96 Tears,The Mysterians,,,,
1966,6,Monkees,Last Train To Clarksville,,,,,
1966,7,Mama's,"Monday, Monday",The Papa's,,,,
1966,8,Supremes,You Can't Hurry Love,,,,,
1966,9,Johnny Rivers,Poor Side Of Town,,,,,
1966,10,Mama's,California Dreamin',The Papa's,,,,
1966,11,Lovin' Spoonful,Summer In The City,,,,,
1966,12,Roger Williams,Born Free,,,,,
1966,13,Nancy Sinatra,These Boots Are Made For Walkin',,,,,
1966,14,Jimmy Ruffin,What Becomes Of The Brokenhearted,,,,,
1966,15,Frank Sinatra,Strangers In The Night,,,,,
1966,16,Beatles,We Can Work It Out,,,,,
1966,17,Young Rascals,Good Lovin',,,,,
1966,18,New Vaudeville Band,Winchester Cathedral,,,,,
1966,19,Tommy James,Hanky Panky,The Shondells,,,,
1966,20,Percy Sledge,When A Man Loves A Woman,,,,,
1966,21,Rolling Stones,Paint It Black,,,,,
1966,22,Petula Clark,My Love,,,,,
1966,23,Lou Christie,Lightnin' Strikes,,,,,
1966,24,Troggs,Wild Thing,,,,,
1966,25,Paul Revere,Kicks,The Raiders,,,,
1966,26,Donovan,Sunshine Superman,,,,,
1966,27,Bobby Hebb,Sunny,,,,,
1966,28,Beatles,Paperback Writer,,,,,
1966,29,Happenings,See You In September,,,,,
1966,30,Supremes,You Keep Me Hangin' On,,,,,
1966,31,Sam The Sham,Lil' Red Riding Hood,The Pharaohs,,,,
1966,32,Mitch Ryder,Devil With A Blue Dress On / Good Golly Miss Molly (Medley),The Detroit Wheels,,,,
1966,33,Beach Boys,Good Vibrations,,,,,
1966,34,Mindbenders,A Groovy Kind Of Love,,,,,
1966,35,Dusty Springfield,You Don't Have To Say You Love Me,,,,,
1966,36,Capitols,Cool Jerk,,,,,
1966,37,Sandy Posey,Born A Woman,,,,,
1966,38,Cyrkle,Red Rubber Ball,,,,,
1966,39,Carla Thomas,B-A-B-Y,,,,,
1966,40,Left Banke,Walk Away Renee,,,,,
1966,41,Lovin' Spoonful,Daydream,,,,,
1966,42,Outsiders,Time Won't Let Me,,,,,
1966,43,Tommy Roe,Hooray For Hazel,,,,,
1966,44,Tommy Roe,Sweet Pea,,,,,
1966,45,Hollies,Bus Stop,,,,,
1966,46,James,I'm Your Puppet,Bobby Purify,,,,
1966,47,B.J. Thomas,I'm So Lonesome I Could Cry,The Triumphs,,,,
1966,48,Temptations,Ain't Too Proud To Beg,,,,,
1966,49,Standells,Dirty Water,,,,,
1966,50,Bob Lind,Elusive Butterfly,,,,,
1966,51,Simon,I Am A Rock,Garfunkel,,,,
1966,52,Ray Charles,Crying Time,,,,,
1966,53,Johnny Rivers,Secret Agent Man,,,,,
1966,54,Simon,The Sounds Of Silence,Garfunkel,,,,
1966,55,Peter,Lady Godiva,Gordon,,,,
1966,56,Simon,Homeward Bound,Garfunkel,,,,
1966,57,Lovin' Spoonful,Did You Ever Have To Make Up Your Mind?,,,,,
1966,58,Robert Parker,Barefootin',,,,,
1966,59,Stevie Wonder,Uptight (Everything's Alright),,,,,
1966,60,Cher,Bang Bang,,,,,
1966,61,Beach Boys,Sloop John B,,,,,
1966,62,Rolling Stones,19th Nervous Breakdown,,,,,
1966,63,Surfaris,Wipe Out,,,,,
1966,64,Count Five,Psychotic Reaction,,,,,
1966,65,Temptations,Beauty Is Only Skin Deep,,,,,
1966,66,T-Bones,No Matter What Shape (Your Stomach's In),,,,,
1966,67,Paul Revere,Just Like Me,The Raiders,,,,
1966,68,Deon Jackson,Love Makes The World Go Round,,,,,
1966,69,Crispian St. Peters,The Pied Piper,,,,,
1966,70,Brenda Lee,Coming On Strong,,,,,
1966,71,Ray Conniff,Somewhere My Love,The Singers,,,,
1966,72,David Houston,Almost Persuaded,,,,,
1966,73,Bobby Darin,If I Were A Carpenter,,,,,
1966,74,Marvelettes,Don't Mess With Bill,,,,,
1966,75,Neil Diamond,"Cherry, Cherry",,,,,
1966,76,Lee Dorsey,Working In The Coal Mine,,,,,
1966,77,Dionne Warwick,Message To Michael,,,,,
1966,78,Lou Rawls,Love Is A Hurtin' Thing,,,,,
1966,79,Beach Boys,Barbara Ann,,,,,
1966,80,Shadows Of Knight,Gloria,,,,,
1966,81,Supremes,My World Is Empty Without You,,,,,
1966,82,Bob Dylan,Rainy Day Women #12 And 35,,,,,
1966,83,Sandpipers,Guantanamera,,,,,
1966,84,Wilson Pickett,"Land Of 1,000 Dances",,,,,
1966,85,Shades Of Blue,Oh How Happy,,,,,
1966,86,Peter,Woman,Gordon,,,,
1966,87,Turtles,You Baby,,,,,
1966,88,Vogues,Five O'clock World,,,,,
1966,89,Los Bravos,Black Is Black,,,,,
1966,90,Beatles,Nowhere Man,,,,,
1966,91,Herman's Hermits,Dandy,,,,,
1966,92,Slim Harpo,Baby Scratch My Back,,,,,
1966,93,Gary Lewis,She's Just My Style,The Playboys,,,,
1966,94,Chris Montez,The More I See You,,,,,
1966,95,Bobby Fuller Four,I Fought The Law,,,,,
1966,96,Beatles,Yellow Submarine,,,,,
1966,97,Paul Revere,Hungry,The Raiders,,,,
1966,98,Herb Alpert,Zorba The Greek,The Tijuana Brass,,,,
1966,99,Yardbirds,Shapes Of Things,,,,,
1966,100,Wilson Pickett,634-5789,,,,,
1965,1,Sam The Sham,Wooly Bully,The Pharaohs,,,,
1965,2,Four Tops,I Can't Help Myself (Sugar Pie Honey Bunch),,,,,
1965,3,Rolling Stones,(I Can't Get No) Satisfaction,,,,,
1965,4,We Five,You Were On My Mind,,,,,
1965,5,Righteous Brothers,You've Lost That Lovin' Feelin',,,,,
1965,6,Petula Clark,Downtown,,,,,
1965,7,Beatles,Help!,,,,,
1965,8,Herman's Hermits,Can't You Hear My Heartbeat,,,,,
1965,9,Elvis Presley,Crying In The Chapel,,,,,
1965,10,Temptations,My Girl,,,,,
1965,11,Beach Boys,"Help Me, Rhonda",,,,,
1965,12,Roger Miller,King Of The Road,,,,,
1965,13,Jewel Akens,The Birds And The Bees,,,,,
1965,14,Mel Carter,"Hold Me, Thrill Me, Kiss Me",,,,,
1965,15,Jr. Walker,Shotgun,The All Stars,,,,
1965,16,Sonny,I Got You Babe,Cher,,,,
1965,17,Gary Lewis,This Diamond Ring,The Playboys,,,,
1965,18,Ramsey Lewis Trio,"The ""In"" Crowd",,,,,
1965,19,Herman's Hermits,Mrs. Brown You've Got A Lovely Daughter,,,,,
1965,20,Supremes,Stop! In The Name Of Love,,,,,
1965,21,Righteous Brothers,Unchained Melody,,,,,
1965,22,Herman's Hermits,Silhouettes,,,,,
1965,23,Seekers,I'll Never Find Another You,,,,,
1965,24,Jay,"Cara, Mia",The Americans,,,,
1965,25,Byrds,Mr. Tambourine Man,,,,,
1965,26,Sounds,Cast Your Fate To The Wind,chestral,,,,
1965,27,Barbara Mason,"Yes, I'm Ready",,,,,
1965,28,Tom Jones,What's New Pussycat?,,,,,
1965,29,Barry McGuire,Eve Of Destruction,,,,,
1965,30,McCoys,Hang On Sloopy,,,,,
1965,31,Beatles,Ticket To Ride,,,,,
1965,32,Bert Kaempfert,Red Roses For A Blue Lady,His Orch.,,,,
1965,33,James Brown,Papa's Got A Brand New Bag,The Famous Flames,,,,
1965,34,Wayne Fontana,Game Of Love,The Mindbenders,,,,
1965,35,Shirley Ellis,The Name Game,,,,,
1965,36,Petula Clark,I Know A Place,,,,,
1965,37,Supremes,Back In My Arms Again,,,,,
1965,38,Barbara Lewis,Baby I'm Yours,,,,,
1965,39,Kingsmen,The Jolly Green Giant,,,,,
1965,40,Patti Page,"Hush, Hush, Sweet Charlotte",,,,,
1965,41,Bob Dylan,Like A Rolling Stone,,,,,
1965,42,Freddie,I'm Telling You Now,The Dreamers,,,,
1965,43,Gerry,Ferry Cross The Mersey,The Pacemakers,,,,
1965,44,Righteous Brothers,Just Once In My Life,,,,,
1965,45,Johnny Rivers,Seventh Son,,,,,
1965,46,Herman's Hermits,"I'm Henry VIII, I Am",,,,,
1965,47,Horst Jankowski,A Walk In The Black Forest,,,,,
1965,48,Yardbirds,For Your Love,,,,,
1965,49,Beach Boys,California Girls,,,,,
1965,50,Moody Blues,Go Now,,,,,
1965,51,Shirley Bassey,Goldfinger,,,,,
1965,52,Billy Joe Royal,Down In The Boondocks,,,,,
1965,53,Glenn Yarbrough,Baby The Rain Must Fall,,,,,
1965,54,Dave Clark Five,Catch Us If You Can,,,,,
1965,55,Beatles,Eight Days A Week,,,,,
1965,56,Beau Brummels,Just A Little,,,,,
1965,57,Ian Whitcomb,You Turn Me On,,,,,
1965,58,Marvin Gaye,I'll Be Doggone,,,,,
1965,59,Gary Lewis,Save Your Heart For Me,The Playboys,,,,
1965,60,Kinks,Tired Of Waiting For You,,,,,
1965,61,Gary Lewis,Count Me In,The Playboys,,,,
1965,62,Kinks,All Day And All Of The Night,,,,,
1965,63,Jackie DeShannon,What The World Needs Now Is Love,,,,,
1965,64,Tom Jones,It's Not Unusual,,,,,
1965,65,Sir Douglas Quintet,She's About A Mover,,,,,
1965,66,Sam Cooke,Shake,,,,,
1965,67,Herman's Hermits,Wonderful World,,,,,
1965,68,Martha,Nowhere To Run,The Vandellas,,,,
1965,69,Yardbirds,Heart Full Of Soul,,,,,
1965,70,Searchers,Love Potion Number Nine,,,,,
1965,71,Dickey Lee,Laurie (Strange Things Happen),,,,,
1965,72,Sonny,Baby Don't Go,Cher,,,,
1965,73,Turtles,It Ain't Me Babe,,,,,
1965,74,Zombies,Tell Her No,,,,,
1965,75,Peter,I Go To Pieces,Gordon,,,,
1965,76,Vic Dana,Red Roses For A Blue Lady,,,,,
1965,77,Patty Duke,Don't Just Stand There,,,,,
1965,78,Miracles,The Tracks Of My Tears,,,,,
1965,79,Brenda Lee,Too Many Rivers,,,,,
1965,80,Dave Clark Five,I Like It Like That,,,,,
1965,81,Bobby Goldsboro,Little Things,,,,,
1965,82,Peter,True Love Ways,Gordon,,,,
1965,83,Four Tops,It's The Same Old Song,,,,,
1965,84,Fortunes,You've Got Your Troubles,,,,,
1965,85,Joe Tex,Hold What You've Got,,,,,
1965,86,Animals,We Gotta Get Out Of This Place,,,,,
1965,87,Beau Brummels,"Laugh, Laugh",,,,,
1965,88,Rolling Stones,The Last Time,,,,,
1965,89,Lovin' Spoonful,Do You Believe In Magic,,,,,
1965,90,Cher,All I Really Want To Do,,,,,
1965,91,Little Anthony,Take Me Back,The Imperials,,,,
1965,92,Strangeloves,I Want Candy,,,,,
1965,93,Miracles,Ooo Baby Baby,,,,,
1965,94,Sonny,Laugh At Me,,,,,
1965,95,Roy Head,Treat Her Right,,,,,
1965,96,Jack Jones,The Race Is On,,,,,
1965,97,Dino,I'm A Fool,Desi,Billy,,,
1965,98,Ad Libs,The Boy From New York City,,,,,
1965,99,Del Shannon,Keep Searchin',,,,,
1965,100,Marvin Gaye,How Sweet It Is (To Be Loved By You),,,,,
1964,1,Beatles,I Want To Hold Your Hand,,,,,
1964,2,Beatles,She Loves You,,,,,
1964,3,Louis Armstrong,"Hello, Dolly!",,,,,
1964,4,Roy,"Oh, Pretty Woman",bison,,,,
1964,5,Beach Boys,I Get Around,,,,,
1964,6,Dean Martin,Everybody Loves Somebody,,,,,
1964,7,Mary Wells,My Guy,,,,,
1964,8,Gale Garnett,We'll Sing In The Sunshine,,,,,
1964,9,J. Frank Wilson,Last Kiss,The Cavaliers,,,,
1964,10,Supremes,Where Did Our Love Go,,,,,
1964,11,Barbara Streisand,People,,,,,
1964,12,Al Hirt,Java,,,,,
1964,13,Beatles,A Hard Day's Night,,,,,
1964,14,Beatles,Love Me Do,,,,,
1964,15,Manfred Mann,Do Wah Diddy Diddy,,,,,
1964,16,Beatles,Please Please Me,,,,,
1964,17,Martha,Dancing In The Street,The Vandellas,,,,
1964,18,Billy J. Kramer,Little Children,The Dakotas,,,,
1964,19,Ray Charles Singers,Love Me With All Your Heart,,,,,
1964,20,Drifters,Under The Boardwalk,,,,,
1964,21,Dixie Cups,Chapel Of Love,,,,,
1964,22,Terry Stafford,Suspicion,,,,,
1964,23,Dave Clark Five,Glad All Over,,,,,
1964,24,Four Seasons,Rag Doll,,,,,
1964,25,Four Seasons,Dawn (Go Away),,,,,
1964,26,Newbeats,Bread And Butter,,,,,
1964,27,Gene Pitney,It Hurts To Be In Love,,,,,
1964,28,Jan,Dead Man's Curve,Dean,,,,
1964,29,Jay,Come A Little Bit Closer,The Americans,,,,
1964,30,Peter,A World Without Love,Gordon,,,,
1964,31,Honeycombs,Have I The Right?,,,,,
1964,32,Serendipity Singers,Don't Let The Rain Come Down (Crooked Little Man),,,,,
1964,33,Supremes,Baby Love,,,,,
1964,34,Betty Everett,Let It Be Me,Jerry Butler,,,,
1964,35,Dusty Springfield,Wishin' And Hopin',,,,,
1964,36,Lesley Gore,You Don't Own Me,,,,,
1964,37,Dionne Warwick,Walk On By,,,,,
1964,38,Animals,The House Of The Rising Sun,,,,,
1964,39,Ronny,G.T.O.,The Daytona,,,,
1964,40,Beatles,Twist And Shout,,,,,
1964,41,Johnny Rivers,Memphis,,,,,
1964,42,Danny Williams,White On White,,,,,
1964,43,Rip Chords,Hey Little Cobra,,,,,
1964,44,Betty Everett,The Shoop Shoop Song (It's In His Kiss),,,,,
1964,45,Dave Clark Five,Bits And Pieces,,,,,
1964,46,Millie Small,My Boy Lollipop,,,,,
1964,47,Major Lance,"Um, Um, Um, Um, Um, Um",,,,,
1964,48,Jan,The Little Old Lady,Dean,,,,
1964,49,Gerry,Don't Let The Sun Catch You Crying,The Pacemakers,,,,
1964,50,Chad,A Summer Song,Jeremy,,,,
1964,51,Stan Getz,The Girl From Ipanema,Astrud Gilberto,,,,
1964,52,Beatles,Can't Buy Me Love,,,,,
1964,53,Shangri-Las,Remember (Walkin' In The Sand),,,,,
1964,54,Bobby Freeman,C'mon And Swim,,,,,
1964,55,Beatles,Do You Want To Know A Secret,,,,,
1964,56,Impressions,Keep On Pushing,,,,,
1964,57,Four Tops,Baby I Need Your Loving,,,,,
1964,58,Diane Renay,Navy Blue,,,,,
1964,59,Bachelors,Diane,,,,,
1964,60,Marketts,Out Of Limits,,,,,
1964,61,Hondells,Little Honda,,,,,
1964,62,Bobby Goldsboro,See The Funny Little Clown,,,,,
1964,63,Dave Clark Five,Because,,,,,
1964,64,Reflections,(Just Like) Romeo And Juliet,,,,,
1964,65,Rick Nelson,For You,,,,,
1964,66,New Christy Minstrels,Today,,,,,
1964,67,Dave Clark Five,Can't You See That She's Mine,,,,,
1964,68,Shangri-Las,Leader Of The Pack,,,,,
1964,69,Joe Hinton,Funny,,,,,
1964,70,Temptations,The Way You Do The Things You Do,,,,,
1964,71,Dionne Warwick,Anyone Who Had A Heart,,,,,
1964,72,Al Martino,I Love You More And More Every Day,,,,,
1964,73,Roy,It's Over,bison,,,,
1964,74,Four Seasons,Ronnie,,,,,
1964,75,Trashmen,Surfin' Bird,,,,,
1964,76,Tams,What Kind Of Fool (Do You Think I Am),,,,,
1964,77,Dean Martin,The Door Is Still Open To My Heart,,,,,
1964,78,Kinks,You Really Got Me,,,,,
1964,79,Sammy Davis Jr.,The Shelter Of Your Arms,,,,,
1964,80,Impressions,I'm So Proud,,,,,
1964,81,Jelly Beans,I Wanna Love Him So Bad,,,,,
1964,82,Roger Miller,Chug-a-lug,,,,,
1964,83,Roger Miller,Dang Me,,,,,
1964,84,Al Hirt,Cotton Candy,,,,,
1964,85,Nancy Wilson,(You Don't Know) How Glad I Am,,,,,
1964,86,Kingsmen,Money,,,,,
1964,87,Searchers,Don't Throw Your Love Away,,,,,
1964,88,Tommy Tucker,Hi-heel Sneakers,,,,,
1964,89,Gerry,How Do You Do It!,The Pacemakers,,,,
1964,90,Ventures,Walk Don't Run '64,,,,,
1964,91,Dave Clark Five,Do You Love Me,,,,,
1964,92,Robert Maxwell,Shangri-La,His Harp,Orch.,,,
1964,93,Gene Simmons,Haunted House,,,,,
1964,94,Jimmy Hughes,Steal Away,,,,,
1964,95,Beatles,I Saw Her Standing There,,,,,
1964,96,Andy Williams,A Fool Never Learns,,,,,
1964,97,Billy J. Kramer,Bad To Me,The Dakotas,,,,
1964,98,Bobby Vinton,There! I've Said It Again,,,,,
1964,99,Kingsmen,Louie Louie,,,,,
1964,100,Searchers,Needles And Pins,,,,,
1963,1,Jimmy Gilmer,Sugar Shack,The Fireballs,,,,
1963,2,Beach Boys,Surfin' U.S.A.,,,,,
1963,3,Skeeter Davis,The End Of The World,,,,,
1963,4,Cascades,Rhythm Of The Rain,,,,,
1963,5,Chiffons,He's So Fine,,,,,
1963,6,Bobby Vinton,Blue Velvet,,,,,
1963,7,Paul,Hey Paula,Paula,,,,
1963,8,Little Stevie Wonder,Fingertips II,,,,,
1963,9,Village Stompers,Washington Square,,,,,
1963,10,Impressions,It's All Right,,,,,
1963,11,Andy Williams,Can't Get Used To Losing You,,,,,
1963,12,Angels,My Boyfriend's Back,,,,,
1963,13,Kyu Sakamoto,Sukiyaki,,,,,
1963,14,Lesley Gore,She's A Fool,,,,,
1963,15,Tymes,So Much In Love,,,,,
1963,16,Peter,Puff (The Magic Dragon),Paul,Mary,,,
1963,17,Peter,Blowin' In The Wind,Paul,Mary,,,
1963,18,Dale,I'm Leaving It Up To You,Grace,,,,
1963,19,Nino Tempo,Deep Purple,April Stevens,,,,
1963,20,Surfaris,Wipe Out,,,,,
1963,21,Al Martino,I Love You Because,,,,,
1963,22,Rebels,Wild Weekend,,,,,
1963,23,Bobby Darin,You're The Reason I'm Living,,,,,
1963,24,Four Seasons,Walk Like A Man,,,,,
1963,25,Inez Foxx,Mockingbird,,,,,
1963,26,Little Peggy March,I Will Follow Him,,,,,
1963,27,Chantays,Pipeline,,,,,
1963,28,Jan,Surf City,Dean,,,,
1963,29,Lesley Gore,It's My Party,,,,,
1963,30,Eydie Gorme,Blame It On The Bossa Nova,,,,,
1963,31,Dovells,You Can't Sit Down,,,,,
1963,32,Martha,Heat Wave,The Vandellas,,,,
1963,33,Randy,Denise,The Rainbows,,,,
1963,34,Rooftop Singers,Walk Right In,,,,,
1963,35,Jimmy Soul,If You Wanna Be Happy,,,,,
1963,36,Beach Boys,Surfer Girl,,,,,
1963,37,Trini Lopez,If I Had A Hammer,,,,,
1963,38,Tommy Roe,Everybody,,,,,
1963,39,Essex,Easier Said Than Done,,,,,
1963,40,Dion,Ruby Baby,,,,,
1963,41,Los Indios Tabajaras,Maria Elena,,,,,
1963,42,Ruby,Our Day Will Come,The Romantics,,,,
1963,43,Skeeter Davis,I Can't Stay Mad At You,,,,,
1963,44,Barbara Lewis,"Hello, Stranger",,,,,
1963,45,Ronettes,Be My Baby,,,,,
1963,46,Roy,Mean Woman Blues,bison,,,,
1963,47,Orlons,South Street,,,,,
1963,48,Henry Mancini,Days Of Wine And Roses,,,,,
1963,49,Major Lance,The Monkey Time,,,,,
1963,50,Four Seasons,Candy Girl,,,,,
1963,51,Bill,Still,erson,,,,
1963,52,Bobby Vinton,Blue On Blue,,,,,
1963,53,Garnet Mimms,Cry Baby,The Enchanters,,,,
1963,54,Lou Christie,Two Faces Have I,,,,,
1963,55,Ray Charles,Busted,,,,,
1963,56,Crystals,Da Doo Ron Ron,,,,,
1963,57,Shirelles,Foolish Little Girl,,,,,
1963,58,Lonnie Mack,Memphis,,,,,
1963,59,Roy,In Dreams,bison,,,,
1963,60,Kai Winding,More,,,,,
1963,61,Rick Nelson,Fools Rush In,,,,,
1963,62,Brenda Lee,Losing You,,,,,
1963,63,Bill Pursell,Our Winter Love,,,,,
1963,64,Tony Bennett,I Wanna Be Around,,,,,
1963,65,Miracles,You've Really Got A Hold On Me,,,,,
1963,66,Jaynetts,Sally Go 'Round The Roses,,,,,
1963,67,Sam Cooke,Little Red Rooster,,,,,
1963,68,Crystals,Then He Kissed Me,,,,,
1963,69,Elvis Presley,(You're The) Devil In Disguise,,,,,
1963,70,Nat King Cole,Those Lazy Hazy Crazy Days Of Summer,,,,,
1963,71,Jackie Wilson,Baby Workout,,,,,
1963,72,Marvin Gaye,Pride And Joy,,,,,
1963,73,Rufus Thomas,Walking The Dog,,,,,
1963,74,Ned Miller,From A Jack To A King,,,,,
1963,75,Drifters,Up On The Roof,,,,,
