acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence,0
0.129,https://api.spotify.com/v1/audio-analysis/0tBbt8CrmxbjRP0pueQkyU,0.72,197993.0,0.807,0tBbt8CrmxbjRP0pueQkyU,0.0,11.0,0.183,-4.59,0.0,0.0432,124.946,4.0,https://api.spotify.com/v1/tracks/0tBbt8CrmxbjRP0pueQkyU,audio_features,spotify:track:0tBbt8CrmxbjRP0pueQkyU,0.305,
0.0631,https://api.spotify.com/v1/audio-analysis/6yIdwnpDHufLWgQcveTPMk,0.735,245200.0,0.451,6yIdwnpDHufLWgQcveTPMk,1.3e-05,0.0,0.325,-8.374,1.0,0.0585,117.973,4.0,https://api.spotify.com/v1/tracks/6yIdwnpDHufLWgQcveTPMk,audio_features,spotify:track:6yIdwnpDHufLWgQcveTPMk,0.0862,
0.934,https://api.spotify.com/v1/audio-analysis/1NJcg626wLln4pGHpiV7mf,0.351,200186.0,0.296,1NJcg626wLln4pGHpiV7mf,0.0,4.0,0.095,-10.109,0.0,0.0333,115.284,4.0,https://api.spotify.com/v1/tracks/1NJcg626wLln4pGHpiV7mf,audio_features,spotify:track:1NJcg626wLln4pGHpiV7mf,0.12,
0.0558,https://api.spotify.com/v1/audio-analysis/4NBTZtAt1F13VvlSKe6KTl,0.575,197947.0,0.571,4NBTZtAt1F13VvlSKe6KTl,0.0,1.0,0.0912,-7.906,1.0,0.0439,105.049,4.0,https://api.spotify.com/v1/tracks/4NBTZtAt1F13VvlSKe6KTl,audio_features,spotify:track:4NBTZtAt1F13VvlSKe6KTl,0.449,
0.447,https://api.spotify.com/v1/audio-analysis/2si0ZNx4yRbggTvrIom8A2,0.523,236240.0,0.768,2si0ZNx4yRbggTvrIom8A2,0.000226,0.0,0.0833,-4.953,0.0,0.0566,75.03,4.0,https://api.spotify.com/v1/tracks/2si0ZNx4yRbggTvrIom8A2,audio_features,spotify:track:2si0ZNx4yRbggTvrIom8A2,0.669,
0.229,https://api.spotify.com/v1/audio-analysis/3e9HZxeyfWwjeyPAMmWSSQ,0.717,207320.0,0.653,3e9HZxeyfWwjeyPAMmWSSQ,0.0,1.0,0.101,-5.634,1.0,0.0658,106.966,4.0,https://api.spotify.com/v1/tracks/3e9HZxeyfWwjeyPAMmWSSQ,audio_features,spotify:track:3e9HZxeyfWwjeyPAMmWSSQ,0.412,
0.0622,https://api.spotify.com/v1/audio-analysis/0pqnGHJpmpxLKifKRmU6WP,0.776,204347.0,0.78,0pqnGHJpmpxLKifKRmU6WP,0.0,10.0,0.081,-4.374,0.0,0.128,124.949,4.0,https://api.spotify.com/v1/tracks/0pqnGHJpmpxLKifKRmU6WP,audio_features,spotify:track:0pqnGHJpmpxLKifKRmU6WP,0.666,
0.131,https://api.spotify.com/v1/audio-analysis/6SRWhUJcD2YKahCwHavz3X,0.43,211680.0,0.606,6SRWhUJcD2YKahCwHavz3X,0.0,4.0,0.173,-5.115,0.0,0.0431,169.988,4.0,https://api.spotify.com/v1/tracks/6SRWhUJcD2YKahCwHavz3X,audio_features,spotify:track:6SRWhUJcD2YKahCwHavz3X,0.123,
0.0518,https://api.spotify.com/v1/audio-analysis/1Pz3QmQFBFuI60rxCQBeW6,0.696,213333.0,0.429,1Pz3QmQFBFuI60rxCQBeW6,0.0,1.0,0.128,-8.736,0.0,0.0554,149.967,4.0,https://api.spotify.com/v1/tracks/1Pz3QmQFBFuI60rxCQBeW6,audio_features,spotify:track:1Pz3QmQFBFuI60rxCQBeW6,0.242,
0.281,https://api.spotify.com/v1/audio-analysis/0Tm5ER6IrGfmW0yZ5lkQli,0.668,281440.0,0.703,0Tm5ER6IrGfmW0yZ5lkQli,0.0029,10.0,0.159,-8.192,0.0,0.199,176.889,3.0,https://api.spotify.com/v1/tracks/0Tm5ER6IrGfmW0yZ5lkQli,audio_features,spotify:track:0Tm5ER6IrGfmW0yZ5lkQli,0.588,
0.401,https://api.spotify.com/v1/audio-analysis/3jtKSUiVDowKNBqVQbWaig,0.616,253773.0,0.525,3jtKSUiVDowKNBqVQbWaig,0.000484,7.0,0.309,-7.065,1.0,0.0258,79.976,4.0,https://api.spotify.com/v1/tracks/3jtKSUiVDowKNBqVQbWaig,audio_features,spotify:track:3jtKSUiVDowKNBqVQbWaig,0.427,
0.784,https://api.spotify.com/v1/audio-analysis/07qSl2sNpFNILaYyZ6yIS9,0.846,155471.0,0.693,07qSl2sNpFNILaYyZ6yIS9,0.000417,9.0,0.339,-8.041,1.0,0.217,97.94,4.0,https://api.spotify.com/v1/tracks/07qSl2sNpFNILaYyZ6yIS9,audio_features,spotify:track:07qSl2sNpFNILaYyZ6yIS9,0.456,
0.743,https://api.spotify.com/v1/audio-analysis/4wHZiaLsuI9aQdWv4f3Esd,0.71,245885.0,0.529,4wHZiaLsuI9aQdWv4f3Esd,0.00577,0.0,0.183,-9.729,0.0,0.0391,130.036,4.0,https://api.spotify.com/v1/tracks/4wHZiaLsuI9aQdWv4f3Esd,audio_features,spotify:track:4wHZiaLsuI9aQdWv4f3Esd,0.505,
0.106,https://api.spotify.com/v1/audio-analysis/3QGsuHI8jO1Rx4JWLUh9jd,0.444,187973.0,0.819,3QGsuHI8jO1Rx4JWLUh9jd,0.0,10.0,0.107,-4.078,0.0,0.341,82.695,4.0,https://api.spotify.com/v1/tracks/3QGsuHI8jO1Rx4JWLUh9jd,audio_features,spotify:track:3QGsuHI8jO1Rx4JWLUh9jd,0.747,
0.498,https://api.spotify.com/v1/audio-analysis/4CO4cxcQfhpitILnQ5gKnL,0.755,226299.0,0.884,4CO4cxcQfhpitILnQ5gKnL,2.85e-06,5.0,0.0484,-5.184,0.0,0.0862,99.994,4.0,https://api.spotify.com/v1/tracks/4CO4cxcQfhpitILnQ5gKnL,audio_features,spotify:track:4CO4cxcQfhpitILnQ5gKnL,0.934,
0.0969,https://api.spotify.com/v1/audio-analysis/5JEx7HbmvHQQswJCsoo9rA,0.574,182623.0,0.758,5JEx7HbmvHQQswJCsoo9rA,0.0,1.0,0.395,-5.029,0.0,0.0621,144.111,4.0,https://api.spotify.com/v1/tracks/5JEx7HbmvHQQswJCsoo9rA,audio_features,spotify:track:5JEx7HbmvHQQswJCsoo9rA,0.492,
0.196,https://api.spotify.com/v1/audio-analysis/0lks2Kt9veMOFEAPN0fsqN,0.423,195840.0,0.634,0lks2Kt9veMOFEAPN0fsqN,0.0,6.0,0.189,-5.877,0.0,0.0578,150.978,4.0,https://api.spotify.com/v1/tracks/0lks2Kt9veMOFEAPN0fsqN,audio_features,spotify:track:0lks2Kt9veMOFEAPN0fsqN,0.467,
0.106,https://api.spotify.com/v1/audio-analysis/1TaQciB8qqRZ9fxWGhS65X,0.63,201081.0,0.648,1TaQciB8qqRZ9fxWGhS65X,0.0,6.0,0.146,-4.163,0.0,0.057,129.951,4.0,https://api.spotify.com/v1/tracks/1TaQciB8qqRZ9fxWGhS65X,audio_features,spotify:track:1TaQciB8qqRZ9fxWGhS65X,0.412,
0.711,https://api.spotify.com/v1/audio-analysis/5G7pZ8G8NFvS1MQ9H4L7dC,0.511,247286.0,0.502,5G7pZ8G8NFvS1MQ9H4L7dC,0.0,7.0,0.0708,-7.016,0.0,0.0325,133.875,4.0,https://api.spotify.com/v1/tracks/5G7pZ8G8NFvS1MQ9H4L7dC,audio_features,spotify:track:5G7pZ8G8NFvS1MQ9H4L7dC,0.322,
0.0498,https://api.spotify.com/v1/audio-analysis/6RUKPb4LETWmmr3iAEQktW,0.617,247160.0,0.635,6RUKPb4LETWmmr3iAEQktW,1.44e-05,11.0,0.164,-6.769,0.0,0.0317,103.019,4.0,https://api.spotify.com/v1/tracks/6RUKPb4LETWmmr3iAEQktW,audio_features,spotify:track:6RUKPb4LETWmmr3iAEQktW,0.446,
0.455,https://api.spotify.com/v1/audio-analysis/5SHhPFh68OhUmuRPymKX9d,0.679,183428.0,0.572,5SHhPFh68OhUmuRPymKX9d,2.41e-06,5.0,0.127,-6.703,1.0,0.0781,92.859,4.0,https://api.spotify.com/v1/tracks/5SHhPFh68OhUmuRPymKX9d,audio_features,spotify:track:5SHhPFh68OhUmuRPymKX9d,0.542,
0.545,https://api.spotify.com/v1/audio-analysis/4wANB882g1ZhF2V8ugksY1,0.71,210346.0,0.813,4wANB882g1ZhF2V8ugksY1,1.68e-05,7.0,0.105,-6.099,1.0,0.0381,139.998,4.0,https://api.spotify.com/v1/tracks/4wANB882g1ZhF2V8ugksY1,audio_features,spotify:track:4wANB882g1ZhF2V8ugksY1,0.847,
0.236,https://api.spotify.com/v1/audio-analysis/3XYvdqcZrTmRntFDDbJkJd,0.663,193414.0,0.551,3XYvdqcZrTmRntFDDbJkJd,3.57e-05,3.0,0.0923,-8.272,0.0,0.109,113.314,3.0,https://api.spotify.com/v1/tracks/3XYvdqcZrTmRntFDDbJkJd,audio_features,spotify:track:3XYvdqcZrTmRntFDDbJkJd,0.601,
0.386,https://api.spotify.com/v1/audio-analysis/6vwsMPLdfl7TWQaNWwFora,0.668,202671.0,0.335,6vwsMPLdfl7TWQaNWwFora,0.0,2.0,0.102,-9.667,1.0,0.0449,89.927,4.0,https://api.spotify.com/v1/tracks/6vwsMPLdfl7TWQaNWwFora,audio_features,spotify:track:6vwsMPLdfl7TWQaNWwFora,0.245,
0.0944,https://api.spotify.com/v1/audio-analysis/7hzlzoOwCZ4D3Ow5YZK4kj,0.754,179746.0,0.653,7hzlzoOwCZ4D3Ow5YZK4kj,0.0,7.0,0.383,-5.095,1.0,0.0611,123.084,4.0,https://api.spotify.com/v1/tracks/7hzlzoOwCZ4D3Ow5YZK4kj,audio_features,spotify:track:7hzlzoOwCZ4D3Ow5YZK4kj,0.379,
0.0716,https://api.spotify.com/v1/audio-analysis/04VUjNx30IrigVZU3CQmrQ,0.835,162405.0,0.767,04VUjNx30IrigVZU3CQmrQ,0.000187,4.0,0.173,-5.181,0.0,0.0877,89.972,4.0,https://api.spotify.com/v1/tracks/04VUjNx30IrigVZU3CQmrQ,audio_features,spotify:track:04VUjNx30IrigVZU3CQmrQ,0.786,
0.7,https://api.spotify.com/v1/audio-analysis/0cWLJcdvM6QlOQ7UJdB4jb,0.527,206175.0,0.622,0cWLJcdvM6QlOQ7UJdB4jb,2.82e-06,7.0,0.126,-8.172,0.0,0.0842,173.709,4.0,https://api.spotify.com/v1/tracks/0cWLJcdvM6QlOQ7UJdB4jb,audio_features,spotify:track:0cWLJcdvM6QlOQ7UJdB4jb,0.672,
0.978,https://api.spotify.com/v1/audio-analysis/43zdsphuZLzwA9k4DJhU0I,0.454,196077.0,0.111,43zdsphuZLzwA9k4DJhU0I,5.89e-05,4.0,0.0898,-14.038,1.0,0.0635,124.155,3.0,https://api.spotify.com/v1/tracks/43zdsphuZLzwA9k4DJhU0I,audio_features,spotify:track:43zdsphuZLzwA9k4DJhU0I,0.187,
,,,,,,,,,,,,,,,,,,
